"product_id";"name";"price";"available";"brand"
343572;"iutSY lfCRF";4124;TRUE;"Lenovo"
816682;"vepu orLe";2998;TRUE;"Gefest"
424700;"Cusep TigHa";298;FALSE;"Фея"
858322;"BEgDn ailnSk";2574;TRUE;"IKEA"
746508;"crEtmiK oPsqi";3692;TRUE;"Electrolux"
713231;"eepnGe GLraD";639;TRUE;"Philips"
414315;"CsgiiB hkpCt";685;TRUE;"Zilmer"
787217;"Pac oDUnaa";1389;TRUE;"Sennheiser"
847759;"KrreoXeV";184;FALSE;"Bekker"
645547;"aaoulla mhoee";635;TRUE;"Позитив"
862612;"olnCXc oECG";2647;TRUE;"Casio"
999919;"tln iMKn";159;FALSE;"Marimex"
186125;"sSeTos eHar";205;TRUE;"Atlanta"
140872;"Yjemroe";1687;TRUE;"Бриклаер"
496411;"odExie CVaERR";1333;TRUE;"DeWALT"
304521;"ImxaSo PcqRe";1541;TRUE;"Totem"
764095;"abo IlZN";416;TRUE;"Viconte"
910044;"liStDlL gliWrD";3126;TRUE;"HP"
634869;"rtaTAe esoBDF";425;TRUE;"Magnit"
990214;"tyaLPno NRoE";205;TRUE;"Tonyon"
962841;"WMlm";1235;TRUE;"Darina"
700374;"unCDltoL uBnoS";452;TRUE;"Cordiant"
35480;"cddtFme";3104;FALSE;"Asus"
753163;"rxxfPTt CVnoS";182;FALSE;"Inglesina"
244757;"TtTZiPk rwonl";288;FALSE;"Bomann"
486507;"ileaxM HaXnW";873;TRUE;"Elitech"
810017;"Bls";449;TRUE;"Sony"
187441;"drul nPavx";271;TRUE;"Kristal"
658335;"NZilD LiewW";260;FALSE;"Bestway"
581125;"LIMirwA ishy";218;FALSE;"Мирэй Групп"
404528;"rGi nttakes";1409;TRUE;"Бирюса"
330302;"TSHlT";215;TRUE;"Pioneer"
168738;"eeetao roFaDO";1552;TRUE;"Novatrack"
870035;"Omaaeixr kDrr";365;TRUE;"Симфония"
820468;"TMTlDPC oDS";86;FALSE;"FUBAG"
264182;"laARaSu";201;FALSE;"Zest"
707664;"PdoDntO Hle";6889;FALSE;"Asus"
927409;"ncHBSBto tZAa";488;TRUE;"Огонек"
547436;"ftPZccxs iVAt";1722;TRUE;"RockLand"
335803;"kSip xmOMMg";57;FALSE;"Scovo"
471814;"OTat ouBo";154;FALSE;"Airline"
563226;"LaaiD eiiL";580;TRUE;"Tisa"
558332;"CePatkc xMloCa";419;FALSE;"Tiny Love"
997133;"DGgFxaB yeroo";2077;TRUE;"Longran"
431868;"dlpoe";393;TRUE;"Transcend"
347779;"rmB lDic";67;FALSE;"Ozone"
697942;"sSaixcrw hkrD";657;TRUE;"ADA Instruments"
932456;"rltBMBe FRgtPc";885;TRUE;"Grohe"
856087;"MFBoeu DRn";495;TRUE;"Великие реки"
423775;"SnotLoa ttESx";3717;TRUE;"Дэфо"
590720;"xDP xhdgia";434;TRUE;"Irit"
252854;"ceHSa aoEkFa";534;TRUE;"Clatronic"
774980;"TxDnta glSxl";190;TRUE;"RCV"
797089;"rrnn wirie";613;TRUE;"Alpine"
2834;"aWMGO MoicNH";127;FALSE;"AquaTechnica"
83943;"aeTzdo eHeEKm";714;TRUE;"Transcend"
102303;"eaLild KsCelr";1024;TRUE;"Replica"
666795;"LYFndrR";3350;TRUE;"Faro"
733797;"caDsGtt bEFZ";340;FALSE;"Alcasta"
379088;"SifeenE";1596;TRUE;"Chicco"
867149;"hcibn touoi";419;FALSE;"Elikor"
757215;"Lugia";592;TRUE;"Hammer"
125572;"yiiPi qMmDtC";372;FALSE;"Curver"
429320;"RBoo";372;TRUE;"Netis"
361176;"coaly RSLHt";1024;TRUE;"LG"
583137;"MCianmNi PlFr";6985;TRUE;"Bosch"
668479;"cDaa pnrd";304;TRUE;"SoundMAX"
853110;"xcsaedRn nMauri";7591;TRUE;"Santek"
794805;"DKTIzm rPidF";413;FALSE;"Explay"
397165;"PCMDDbRM ixer";304;FALSE;"Нева-Транзит"
237876;"nMl ecurS";1428;TRUE;"DeWALT"
698051;"beDiF agGHRs";523;TRUE;"Erismann"
593492;"asoolp hana";69;FALSE;"Sponsa"
556774;"ets QivNK";324;TRUE;"Gembird"
116379;"OnuLnk TTBLH";313;TRUE;"Berossi"
216932;"fetslmtd cBo";159;FALSE;"Wallberry"
162410;"VKck JkEont";639;FALSE;"Sakura"
188185;"lmVa ciulR";635;TRUE;""
393745;"mnIiooE oTeHk";84;FALSE;"Magnit"
406881;"GeMac sErr";251;FALSE;"Appollo"
350741;"LsvMTf AeCamk";690;TRUE;"Rolsen"
571397;"dehT ADsit";292;FALSE;"Формула здоровья"
171455;"rerTiQE";3743;TRUE;"Dell"
831310;"klnDs nurlad";729;TRUE;"Элвин"
432330;"iIdZ Arwvt";1235;TRUE;"Sony"
236804;"terwevGa";322;FALSE;"Bestway"
743561;"xikxCR CLlmD";792;TRUE;"IKEA"
586333;"iTQvgan AeZp";458;TRUE;"Boneco"
858091;"xxcPz ipspso";484;TRUE;"Hammer"
651820;"XiiiVeL ielTV";605;TRUE;"BQ"
156926;"GtksITr";1448;TRUE;"Baby Care"
809831;"nySc";103;FALSE;"Asanas"
498894;"LiTH";867;TRUE;"Ukinox"
395156;"tmMsnih aaua";214;FALSE;"Suunto"
1052;"nTEdnie liona";2210;TRUE;"Indesit"
599045;"USuHkM eMMaalH";118;FALSE;"Yokohama"
685066;"SXtcar irelx";744;FALSE;"Crosman"
412420;"eyCB";362;FALSE;"Etalon"
595088;"GmiZ dHTio";296;FALSE;"Kenwood"
224173;"TGDPGDsP MRiEPs";471;TRUE;"Accoona"
366738;"cani";313;FALSE;"Samsung"
608125;"eBkreo VTolUf";596;TRUE;"RAF"
167275;"TNlat Boatr";407;TRUE;"Континент"
335489;"LGOls MiGnD";391;FALSE;"Odeon Light"
782890;"raV";1361;TRUE;"Lore"
717127;"FadnTro nvPJo";2034;TRUE;"MIE"
382317;"SnHSp aitoG";147;FALSE;"Hama"
172183;"gynAlc";534;TRUE;"Osram"
895866;"XVzrlslD atxrBG";171;FALSE;"Aquaton"
322108;"ooax oGi";186;FALSE;"Формула здоровья"
794383;"amBnDnm AeUtS";372;TRUE;"Mystery"
593762;"rLwluR sAzrViie";226;FALSE;"MTR"
707182;"cciaeET";399;TRUE;"Stanley"
494842;"aIi LIlshB";798;TRUE;"Rifar"
961657;"BeUrq";2077;TRUE;"Zigmund and Shtain"
288863;"olFxK JCPxea";317;TRUE;"Kukmara"
320273;"slcSGse oSiNv";375;FALSE;"Ижевск"
519063;"knTi";936;TRUE;"LEX"
379104;"OeXuC ocShn";162;TRUE;"Gondol"
91540;"oeia ixHBd";272;TRUE;"Kristal"
361132;"TnMK LRIoc";217;FALSE;"Wasserkraft"
32160;"arE vsCHoae";501;TRUE;"Marta"
336220;"asaB DnEnO";355;TRUE;"HP"
795729;"upnaGx oxlUix";258;FALSE;"MBS"
707895;"Tlte eeTO";809;TRUE;"Ksitex"
920979;"bBBatx gdao";676;TRUE;"Glory"
160603;"NTDyt Slaoa";115;FALSE;"Asus"
688145;"licGcn apWao";2856;TRUE;"Бирюса"
90498;"tyxflr nmr";113;FALSE;"BAS"
223943;"rBdarm lsse";204;TRUE;"Dragster"
582542;"amoi Sscik";443;TRUE;"Кедр"
387965;"itQe aLnzang";572;TRUE;"Elitech"
761108;"onrno esTdskx";690;TRUE;"Sinbo"
862147;"rxsSTJOn oote";6427;TRUE;"Bosch"
148015;"smHlzn oUnoo";1652;TRUE;"Ariston"
543717;"Adp AGMAke";329;FALSE;"Ukinox"
208883;"oax WSIioo";309;FALSE;"Мечта"
188722;"tEle llhaLls";152;FALSE;"Призрак"
705166;"Virtpcc ginek";244;FALSE;"Faber"
636570;"eBem";809;TRUE;"Focal"
974434;"SkunRcs DolCV";478;TRUE;"Haiba"
111530;"Lvoe otWcM";260;FALSE;"Asus"
680875;"osCcCh una";2487;TRUE;"Конорд"
857947;"olrcst cEnlbN";1235;TRUE;"Geoby"
269869;"whri AaAytt";820;TRUE;"Asus"
904915;"eotdne Meox";452;TRUE;"PIT"
249055;"eWKY niOMo";690;TRUE;"Ryobi"
129283;"gamP aaKewd";360;TRUE;"Home Element"
674691;"oEe eSuX";191;FALSE;"Bosch"
23074;"iifBT TBpnn";10226;TRUE;"Asus"
870677;"yytPCV";239;TRUE;"Туринский целлюлозно-бумажный завод"
8865;"aPnQrHoM WUSmi";3148;TRUE;"Supra"
387225;"AWiSi FivCEiCP";419;TRUE;"Nika"
853744;"aBKSSkr otaaG";1399;TRUE;"Makita"
152653;"aWcoiMHr nuhnl";3304;TRUE;"Ifratti"
138252;"NriAGt roCa";680;TRUE;"Asus"
92844;"DmNeTKll TgrK";1097;TRUE;"YST"
12485;"XmEatfPy Ctw";428;FALSE;"Forward"
435432;"EXrny oEhfAHT";263;FALSE;"Yamaha"
750606;"eJEi";676;TRUE;"Yokohama"
86569;"wxlrase Gihiy";815;TRUE;"Logitech"
669463;"LSBCnerK MeMPSs";508;TRUE;"Fusion"
668140;"GCkPRG kSaor";1510;TRUE;"Geoby"
