0.099137931,0.112068966,0.13362069,0.137931034,0.137931034,0.137931034,0.129310345,0.11637931,0.112068966,0.120689655,0.13362069,0.146551724,0.000862069,0.000862069,0.142241379,0.125,0.112068966,0.107758621,0.120689655,0.137931034,0.137931034,0.13362069,0.125,0.103448276,0.094827586,0.086206897,0.086206897,0.099137931,0.11637931,0.120689655,0.120689655,0.11637931,0.107758621,0.107758621,0.107758621,0.107758621,0.107758621,0.094827586,0.073275862,0.047413793,0.034482759,0.025862069,0.025862069,0.030172414,0.025862069,0.025862069,0.017241379,0.021551724,0.021551724,0.030172414
0.099137931,0.107758621,0.11637931,0.137931034,0.13362069,0.129310345,0.11637931,0.103448276,0.099137931,0.107758621,0.125,0.13362069,0.146551724,0.000862069,0.142241379,0.125,0.11637931,0.112068966,0.129310345,0.129310345,0.13362069,0.129310345,0.120689655,0.103448276,0.090517241,0.086206897,0.086206897,0.107758621,0.13362069,0.137931034,0.13362069,0.13362069,0.112068966,0.107758621,0.103448276,0.103448276,0.107758621,0.099137931,0.056034483,0.038793103,0.034482759,0.025862069,0.025862069,0.030172414,0.025862069,0.017241379,0.017241379,0.012931034,0.021551724,0.034482759
0.103448276,0.112068966,0.120689655,0.120689655,0.125,0.120689655,0.103448276,0.103448276,0.107758621,0.112068966,0.129310345,0.137931034,0.142241379,0.142241379,0.13362069,0.11637931,0.107758621,0.107758621,0.125,0.125,0.120689655,0.125,0.11637931,0.099137931,0.090517241,0.099137931,0.103448276,0.11637931,0.13362069,0.142241379,0.142241379,0.129310345,0.11637931,0.103448276,0.099137931,0.103448276,0.103448276,0.077586207,0.047413793,0.043103448,0.038793103,0.034482759,0.038793103,0.034482759,0.025862069,0.017241379,0.00862069,0.012931034,0.021551724,0.038793103
0.103448276,0.11637931,0.11637931,0.120689655,0.11637931,0.107758621,0.107758621,0.103448276,0.112068966,0.11637931,0.13362069,0.129310345,0.142241379,0.13362069,0.120689655,0.107758621,0.099137931,0.107758621,0.11637931,0.11637931,0.125,0.120689655,0.11637931,0.099137931,0.103448276,0.125,0.129310345,0.129310345,0.120689655,0.129310345,0.13362069,0.11637931,0.107758621,0.099137931,0.099137931,0.090517241,0.081896552,0.068965517,0.047413793,0.047413793,0.047413793,0.043103448,0.051724138,0.051724138,0.038793103,0.025862069,0.021551724,0.017241379,0.034482759,0.060344828
0.103448276,0.107758621,0.112068966,0.112068966,0.112068966,0.112068966,0.112068966,0.11637931,0.11637931,0.125,0.129310345,0.137931034,0.13362069,0.129310345,0.11637931,0.107758621,0.099137931,0.107758621,0.11637931,0.11637931,0.125,0.103448276,0.081896552,0.103448276,0.125,0.142241379,0.000862069,0.146551724,0.142241379,0.137931034,0.129310345,0.112068966,0.107758621,0.103448276,0.099137931,0.086206897,0.073275862,0.073275862,0.056034483,0.060344828,0.064655172,0.056034483,0.060344828,0.060344828,0.047413793,0.034482759,0.025862069,0.030172414,0.060344828,0.077586207
0.112068966,0.103448276,0.103448276,0.11637931,0.11637931,0.11637931,0.11637931,0.120689655,0.125,0.125,0.13362069,0.137931034,0.129310345,0.120689655,0.120689655,0.107758621,0.107758621,0.120689655,0.125,0.11637931,0.103448276,0.229310345,0.457758621,0.087068966,0.120689655,0.146551724,0.000862069,0.146551724,0.005172414,0.146551724,0.13362069,0.11637931,0.112068966,0.112068966,0.107758621,0.094827586,0.081896552,0.073275862,0.068965517,0.073275862,0.073275862,0.068965517,0.073275862,0.068965517,0.047413793,0.038793103,0.030172414,0.047413793,0.073275862,0.090517241
0.112068966,0.107758621,0.112068966,0.120689655,0.11637931,0.11637931,0.112068966,0.120689655,0.125,0.129310345,0.129310345,0.125,0.129310345,0.11637931,0.11637931,0.107758621,0.11637931,0.13362069,0.13362069,0.11637931,0.125,0.625862069,1,0.475,0.103448276,0.112068966,0.13362069,0.056896552,0.005172414,0.125,0.112068966,0.11637931,0.11637931,0.112068966,0.11637931,0.103448276,0.086206897,0.068965517,0.073275862,0.073275862,0.073275862,0.081896552,0.077586207,0.060344828,0.047413793,0.043103448,0.038793103,0.051724138,0.081896552,0.112068966
0.112068966,0.112068966,0.125,0.129310345,0.11637931,0.107758621,0.107758621,0.11637931,0.125,0.129310345,0.120689655,0.129310345,0.129310345,0.120689655,0.11637931,0.112068966,0.125,0.137931034,0.146551724,0.013793103,0.13362069,0.595689655,0.974137931,0.810344828,0.142241379,0.250862069,0.548275862,0.86637931,0.367241379,0.225,0.104310345,0.000862069,0.11637931,0.120689655,0.11637931,0.112068966,0.090517241,0.068965517,0.073275862,0.073275862,0.081896552,0.077586207,0.068965517,0.051724138,0.047413793,0.038793103,0.038793103,0.056034483,0.099137931,0.125
0.120689655,0.11637931,0.11637931,0.120689655,0.107758621,0.103448276,0.112068966,0.11637931,0.120689655,0.125,0.125,0.125,0.129310345,0.13362069,0.142241379,0.018103448,0.069827586,0.13362069,0.134482759,0.367241379,0.120689655,0.604310345,0.969827586,0.879310345,0.10862069,0.836206897,0.974137931,0.948275862,0.935344828,0.948275862,0.905172414,0.647413793,0.10862069,0.120689655,0.137931034,0.120689655,0.094827586,0.077586207,0.077586207,0.081896552,0.086206897,0.073275862,0.060344828,0.043103448,0.038793103,0.034482759,0.038793103,0.064655172,0.103448276,0.142241379
0.129310345,0.11637931,0.11637931,0.107758621,0.099137931,0.107758621,0.107758621,0.107758621,0.112068966,0.107758621,0.120689655,0.120689655,0.13362069,0.137931034,0.078448276,0.60862069,0.844827586,0.1,0.21637931,0.397413793,0.112931034,0.918103448,0.952586207,0.918103448,0.263793103,0.892241379,0.948275862,0.939655172,0.939655172,0.935344828,0.943965517,0.948275862,0.173275862,0.112068966,0.129310345,0.103448276,0.103448276,0.081896552,0.081896552,0.086206897,0.081896552,0.068965517,0.047413793,0.034482759,0.030172414,0.025862069,0.034482759,0.064655172,0.107758621,0.146551724
